,condition,ex2_order,ex1_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex1_umlaut,ex2_allomorph
4769,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_53,2.0,Dezember,2.71875,-0.71875,complex,NaN,mismatch
4770,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_55,1.0,Dezember,3.4375,-2.4375,complex,NaN,mismatch
4771,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_59,5.0,Dezember,2.59375,2.40625,complex,NaN,mismatch
4772,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_68,5.0,Dezember,3.5,1.5,complex,NaN,mismatch
4773,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_72,5.0,August,2.6875,2.3125,complex,NaN,mismatch
4774,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_75,7.0,August,4.59375,2.40625,complex,NaN,mismatch
4775,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_82,4.0,August,2.6875,1.3125,complex,NaN,mismatch
4776,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_89,1.0,Dezember,2.46875,-1.46875,complex,NaN,mismatch
4777,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_99,6.0,August,2.96875,3.03125,complex,NaN,mismatch
4778,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_108,3.0,Dezember,2.78125,0.21875,complex,NaN,mismatch
4779,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_112,1.0,Dezember,3.375,-2.375,complex,NaN,mismatch
4780,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_113,6.0,August,5.0625,0.9375,complex,NaN,mismatch
4781,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_120,1.0,Dezember,1.53125,-0.53125,complex,NaN,mismatch
4782,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_127,2.0,Dezember,4.733333333,-2.733333333,complex,NaN,mismatch
4783,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_129,3.0,August,3.21875,-0.21875,complex,NaN,mismatch
4784,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_130,1.0,Dezember,2.28125,-1.28125,complex,NaN,mismatch
4785,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_140,5.0,August,4.25,0.75,complex,NaN,mismatch
4786,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_154,1.0,Dezember,2.8125,-1.8125,complex,NaN,mismatch
4787,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_161,3.0,Dezember,2.125,0.875,complex,NaN,mismatch
4788,Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_162,1.0,Dezember,2.78125,-1.78125,complex,NaN,mismatch
4789,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_12,1.0,Dezember,3.875,-2.875,complex,umlaut mix,NaN
4790,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_23,2.0,Dezember,3.09375,-1.09375,complex,umlaut mix,NaN
4791,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_24,2.0,August,3.4375,-1.4375,complex,umlaut mix,NaN
4792,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_28,1.0,Dezember,2.78125,-1.78125,complex,umlaut mix,NaN
4793,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_29,1.0,August,2.0625,-1.0625,complex,umlaut mix,NaN
4794,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_38,4.0,August,4.65625,-0.65625,complex,umlaut mix,NaN
4795,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_39,5.0,August,3.8125,1.1875,complex,umlaut mix,NaN
4796,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_53,1.0,Dezember,2.71875,-1.71875,complex,umlaut mix,NaN
4797,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_55,3.0,Dezember,3.4375,-0.4375,complex,umlaut mix,NaN
4798,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_59,1.0,Dezember,2.59375,-1.59375,complex,umlaut mix,NaN
4799,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_68,3.0,Dezember,3.5,-0.5,complex,umlaut mix,NaN
4800,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_72,2.0,August,2.6875,-0.6875,complex,umlaut mix,NaN
4801,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_75,3.0,August,4.59375,-1.59375,complex,umlaut mix,NaN
4802,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_82,1.0,August,2.6875,-1.6875,complex,umlaut mix,NaN
4803,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_89,1.0,Dezember,2.46875,-1.46875,complex,umlaut mix,NaN
4804,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_99,3.0,August,2.96875,0.03125,complex,umlaut mix,NaN
4805,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_108,2.0,Dezember,2.78125,-0.78125,complex,umlaut mix,NaN
4806,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_112,2.0,Dezember,3.375,-1.375,complex,umlaut mix,NaN
4807,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_113,7.0,August,5.0625,1.9375,complex,umlaut mix,NaN
4808,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_120,1.0,Dezember,1.53125,-0.53125,complex,umlaut mix,NaN
4809,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_127,1.0,Dezember,4.733333333,-3.733333333,complex,umlaut mix,NaN
4810,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_129,2.0,August,3.21875,-1.21875,complex,umlaut mix,NaN
4811,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_130,1.0,Dezember,2.28125,-1.28125,complex,umlaut mix,NaN
4812,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_140,4.0,August,4.25,-0.25,complex,umlaut mix,NaN
4813,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_154,2.0,Dezember,2.8125,-0.8125,complex,umlaut mix,NaN
4814,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_161,1.0,Dezember,2.125,-1.125,complex,umlaut mix,NaN
4815,Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_162,1.0,Dezember,2.78125,-1.78125,complex,umlaut mix,NaN
4816,U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_12,6.0,Dezember,3.875,2.125,complex,umlaut,NaN
4817,U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_23,2.0,Dezember,3.09375,-1.09375,complex,umlaut,NaN
4818,U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_28,1.0,Dezember,2.78125,-1.78125,complex,umlaut,NaN
4819,U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_53,2.0,Dezember,2.71875,-0.71875,complex,umlaut,NaN
4820,U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_55,3.0,Dezember,3.4375,-0.4375,complex,umlaut,NaN
4821,U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_59,1.0,Dezember,2.59375,-1.59375,complex,umlaut,NaN
4822,U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_68,5.0,Dezember,3.5,1.5,complex,umlaut,NaN
4823,U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_89,1.0,Dezember,2.46875,-1.46875,complex,umlaut,NaN
4824,U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_108,2.0,Dezember,2.78125,-0.78125,complex,umlaut,NaN
4825,U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_112,2.0,Dezember,3.375,-1.375,complex,umlaut,NaN
4826,U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_120,1.0,Dezember,1.53125,-0.53125,complex,umlaut,NaN
4827,U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_127,6.0,Dezember,4.733333333,1.266666667,complex,umlaut,NaN
4828,U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_130,1.0,Dezember,2.28125,-1.28125,complex,umlaut,NaN
4829,U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_154,2.0,Dezember,2.8125,-0.8125,complex,umlaut,NaN
4830,U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_161,2.0,Dezember,2.125,-0.125,complex,umlaut,NaN
4831,U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_162,3.0,Dezember,2.78125,0.21875,complex,umlaut,NaN
4832,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_12,1.0,Dezember,3.875,-2.875,complex,umlaut,NaN
4833,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_23,3.0,Dezember,3.09375,-0.09375,complex,umlaut,NaN
4834,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_24,5.0,August,3.4375,1.5625,complex,umlaut,NaN
4835,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_28,1.0,Dezember,2.78125,-1.78125,complex,umlaut,NaN
4836,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_29,2.0,August,2.0625,-0.0625,complex,umlaut,NaN
4837,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_38,6.0,August,4.65625,1.34375,complex,umlaut,NaN
4838,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_39,2.0,August,3.8125,-1.8125,complex,umlaut,NaN
4839,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_53,1.0,Dezember,2.71875,-1.71875,complex,umlaut,NaN
4840,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_55,2.0,Dezember,3.4375,-1.4375,complex,umlaut,NaN
4841,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_59,1.0,Dezember,2.59375,-1.59375,complex,umlaut,NaN
4842,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_68,3.0,Dezember,3.5,-0.5,complex,umlaut,NaN
4843,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_72,2.0,August,2.6875,-0.6875,complex,umlaut,NaN
4844,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_75,4.0,August,4.59375,-0.59375,complex,umlaut,NaN
4845,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_82,3.0,August,2.6875,0.3125,complex,umlaut,NaN
4846,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_89,1.0,Dezember,2.46875,-1.46875,complex,umlaut,NaN
4847,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_99,2.0,August,2.96875,-0.96875,complex,umlaut,NaN
4848,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_108,2.0,Dezember,2.78125,-0.78125,complex,umlaut,NaN
4849,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_112,3.0,Dezember,3.375,-0.375,complex,umlaut,NaN
4850,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_113,6.0,August,5.0625,0.9375,complex,umlaut,NaN
4851,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_120,1.0,Dezember,1.53125,-0.53125,complex,umlaut,NaN
4852,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_127,6.0,Dezember,4.733333333,1.266666667,complex,umlaut,NaN
4853,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_129,1.0,August,3.21875,-2.21875,complex,umlaut,NaN
4854,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_130,1.0,Dezember,2.28125,-1.28125,complex,umlaut,NaN
4855,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_140,5.0,August,4.25,0.75,complex,umlaut,NaN
4856,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_154,2.0,Dezember,2.8125,-0.8125,complex,umlaut,NaN
4857,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_161,2.0,Dezember,2.125,-0.125,complex,umlaut,NaN
4858,U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_162,1.0,Dezember,2.78125,-1.78125,complex,umlaut,NaN
4859,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_14,6.0,März,3.3125,2.6875,simple,NaN,heit
4860,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_20,7.0,März,3.59375,3.40625,simple,NaN,heit
4861,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_32,3.0,November,1.75,1.25,simple,NaN,heit
4862,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_37,2.0,März,1.90625,0.09375,simple,NaN,heit
4863,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_41,3.0,März,2.9375,0.0625,simple,NaN,heit
4864,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_46,5.0,November,2.90625,2.09375,simple,NaN,heit
4865,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_90,4.0,März,3.0,1.0,simple,NaN,heit
4866,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_95,2.0,März,2.5625,-0.5625,simple,NaN,heit
4867,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_98,1.0,November,1.71875,-0.71875,simple,NaN,heit
4868,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_109,2.0,März,2.178571429,-0.17857142899999978,simple,NaN,heit
4869,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_126,7.0,März,3.65625,3.34375,simple,NaN,heit
4870,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_135,7.0,November,2.0625,4.9375,simple,NaN,heit
4871,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_136,6.0,März,1.8125,4.1875,simple,NaN,heit
4872,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_139,1.0,November,1.71875,-0.71875,simple,NaN,heit
4873,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_142,6.0,März,4.125,1.875,simple,NaN,heit
4874,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_148,2.0,März,1.875,0.125,simple,NaN,heit
4875,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_152,6.0,November,3.5625,2.4375,simple,NaN,heit
4876,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_153,3.0,November,2.65625,0.34375,simple,NaN,heit
4877,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_164,6.0,November,4.34375,1.65625,simple,NaN,heit
4878,H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_170,3.0,November,1.90625,1.09375,simple,NaN,heit
4879,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_14,5.0,März,3.3125,1.6875,simple,NaN,heit
4880,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_20,6.0,März,3.59375,2.40625,simple,NaN,heit
4881,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_32,1.0,November,1.75,-0.75,simple,NaN,heit
4882,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_37,5.0,März,1.90625,3.09375,simple,NaN,heit
4883,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_41,5.0,März,2.9375,2.0625,simple,NaN,heit
4884,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_46,7.0,November,2.90625,4.09375,simple,NaN,heit
4885,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_90,4.0,März,3.0,1.0,simple,NaN,heit
4886,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_95,2.0,März,2.5625,-0.5625,simple,NaN,heit
4887,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_98,1.0,November,1.71875,-0.71875,simple,NaN,heit
4888,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_126,7.0,März,3.65625,3.34375,simple,NaN,heit
4889,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_135,1.0,November,2.0625,-1.0625,simple,NaN,heit
4890,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_136,6.0,März,1.8125,4.1875,simple,NaN,heit
4891,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_139,1.0,November,1.71875,-0.71875,simple,NaN,heit
4892,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_142,6.0,März,4.125,1.875,simple,NaN,heit
4893,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_148,3.0,März,1.875,1.125,simple,NaN,heit
4894,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_152,6.0,November,3.5625,2.4375,simple,NaN,heit
4895,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_153,4.0,November,2.65625,1.34375,simple,NaN,heit
4896,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_164,6.0,November,4.34375,1.65625,simple,NaN,heit
4897,H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_170,3.0,November,1.90625,1.09375,simple,NaN,heit
4898,H 4.5,NaN,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_14,6.0,März,3.3125,2.6875,complex,NaN,heit
4899,H 4.5,NaN,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_20,6.0,März,3.59375,2.40625,complex,NaN,heit
4900,H 4.5,NaN,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_37,5.0,März,1.90625,3.09375,complex,NaN,heit
4901,H 4.5,NaN,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_41,5.0,März,2.9375,2.0625,complex,NaN,heit
4902,H 4.5,NaN,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_90,5.0,März,3.0,2.0,complex,NaN,heit
4903,H 4.5,NaN,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_95,2.0,März,2.5625,-0.5625,complex,NaN,heit
4904,H 4.5,NaN,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_109,6.0,März,2.178571429,3.821428571,complex,NaN,heit
4905,H 4.5,NaN,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_126,1.0,März,3.65625,-2.65625,complex,NaN,heit
4906,H 4.5,NaN,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_136,1.0,März,1.8125,-0.8125,complex,NaN,heit
4907,H 4.5,NaN,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_142,5.0,März,4.125,0.875,complex,NaN,heit
4908,H 4.5,NaN,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_148,3.0,März,1.875,1.125,complex,NaN,heit
4909,H 4'.6,NaN,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_14,3.0,März,3.3125,-0.3125,complex,NaN,heit
4910,H 4'.6,NaN,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_20,7.0,März,3.59375,3.40625,complex,NaN,heit
4911,H 4'.6,NaN,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_37,5.0,März,1.90625,3.09375,complex,NaN,heit
4912,H 4'.6,NaN,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_41,5.0,März,2.9375,2.0625,complex,NaN,heit
4913,H 4'.6,NaN,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_90,3.0,März,3.0,0.0,complex,NaN,heit
4914,H 4'.6,NaN,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_95,3.0,März,2.5625,0.4375,complex,NaN,heit
4915,H 4'.6,NaN,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_109,2.0,März,2.178571429,-0.17857142899999978,complex,NaN,heit
4916,H 4'.6,NaN,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_126,6.0,März,3.65625,2.34375,complex,NaN,heit
4917,H 4'.6,NaN,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_136,1.0,März,1.8125,-0.8125,complex,NaN,heit
4918,H 4'.6,NaN,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_142,5.0,März,4.125,0.875,complex,NaN,heit
4919,H 4'.6,NaN,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_148,3.0,März,1.875,1.125,complex,NaN,heit
4920,K 5.7,NaN,NaN,Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.,participant_14,1.0,März,3.3125,-2.3125,complex,NaN,keit
4921,K 5.7,NaN,NaN,Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.,participant_20,5.0,März,3.59375,1.40625,complex,NaN,keit
