,condition,ex2_order,ex1_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex1_umlaut,ex2_allomorph
2562,Mix 6.6,NaN,NaN,Die Arbeitsleistung ist gewöhn- und ordentlich.,participant_116,1.0,Juni,3.75,-2.75,complex,umlaut mix,NaN
2563,Mix 6.6,NaN,NaN,Die Arbeitsleistung ist gewöhn- und ordentlich.,participant_123,1.0,Juni,3.84375,-2.84375,complex,umlaut mix,NaN
2564,Mix 6.6,NaN,NaN,Die Arbeitsleistung ist gewöhn- und ordentlich.,participant_138,2.0,Juni,2.34375,-0.34375,complex,umlaut mix,NaN
2565,Mix 6.6,NaN,NaN,Die Arbeitsleistung ist gewöhn- und ordentlich.,participant_147,7.0,Juni,4.84375,2.15625,complex,umlaut mix,NaN
2566,Mix 6'.7,NaN,NaN,Das klingt als wäre er sehr empfind- und anhänglich.,participant_2,1.0,Juni,2.633333333,-1.633333333,complex,umlaut mix,NaN
2567,Mix 6'.7,NaN,NaN,Das klingt als wäre er sehr empfind- und anhänglich.,participant_50,3.0,Juni,3.0625,-0.0625,complex,umlaut mix,NaN
2568,Mix 6'.7,NaN,NaN,Das klingt als wäre er sehr empfind- und anhänglich.,participant_54,3.0,Juni,2.8125,0.1875,complex,umlaut mix,NaN
2569,Mix 6'.7,NaN,NaN,Das klingt als wäre er sehr empfind- und anhänglich.,participant_60,3.0,Juni,2.71875,0.28125,complex,umlaut mix,NaN
2570,Mix 6'.7,NaN,NaN,Das klingt als wäre er sehr empfind- und anhänglich.,participant_74,2.0,Juni,3.3125,-1.3125,complex,umlaut mix,NaN
2571,Mix 6'.7,NaN,NaN,Das klingt als wäre er sehr empfind- und anhänglich.,participant_101,1.0,Juni,1.1875,-0.1875,complex,umlaut mix,NaN
2572,Mix 6'.7,NaN,NaN,Das klingt als wäre er sehr empfind- und anhänglich.,participant_116,2.0,Juni,3.75,-1.75,complex,umlaut mix,NaN
2573,Mix 6'.7,NaN,NaN,Das klingt als wäre er sehr empfind- und anhänglich.,participant_123,3.0,Juni,3.84375,-0.84375,complex,umlaut mix,NaN
2574,Mix 6'.7,NaN,NaN,Das klingt als wäre er sehr empfind- und anhänglich.,participant_138,3.0,Juni,2.34375,0.65625,complex,umlaut mix,NaN
2575,Mix 6'.7,NaN,NaN,Das klingt als wäre er sehr empfind- und anhänglich.,participant_147,2.0,Juni,4.84375,-2.84375,complex,umlaut mix,NaN
2576,U 1.8,NaN,NaN,In diesem Zustand ist die Deutsche Bahn leider weder pünkt- noch nützlich.,participant_2,2.0,Juni,2.633333333,-0.6333333329999999,simple,umlaut,NaN
2577,U 1.8,NaN,NaN,In diesem Zustand ist die Deutsche Bahn leider weder pünkt- noch nützlich.,participant_50,3.0,Juni,3.0625,-0.0625,simple,umlaut,NaN
2578,U 1.8,NaN,NaN,In diesem Zustand ist die Deutsche Bahn leider weder pünkt- noch nützlich.,participant_54,2.0,Juni,2.8125,-0.8125,simple,umlaut,NaN
2579,U 1.8,NaN,NaN,In diesem Zustand ist die Deutsche Bahn leider weder pünkt- noch nützlich.,participant_60,2.0,Juni,2.71875,-0.71875,simple,umlaut,NaN
2580,U 1.8,NaN,NaN,In diesem Zustand ist die Deutsche Bahn leider weder pünkt- noch nützlich.,participant_74,2.0,Juni,3.3125,-1.3125,simple,umlaut,NaN
2581,U 1.8,NaN,NaN,In diesem Zustand ist die Deutsche Bahn leider weder pünkt- noch nützlich.,participant_101,1.0,Juni,1.1875,-0.1875,simple,umlaut,NaN
2582,U 1.8,NaN,NaN,In diesem Zustand ist die Deutsche Bahn leider weder pünkt- noch nützlich.,participant_116,4.0,Juni,3.75,0.25,simple,umlaut,NaN
2583,U 1.8,NaN,NaN,In diesem Zustand ist die Deutsche Bahn leider weder pünkt- noch nützlich.,participant_123,5.0,Juni,3.84375,1.15625,simple,umlaut,NaN
2584,U 1.8,NaN,NaN,In diesem Zustand ist die Deutsche Bahn leider weder pünkt- noch nützlich.,participant_138,1.0,Juni,2.34375,-1.34375,simple,umlaut,NaN
2585,U 1.8,NaN,NaN,In diesem Zustand ist die Deutsche Bahn leider weder pünkt- noch nützlich.,participant_147,2.0,Juni,4.84375,-2.84375,simple,umlaut,NaN
2586,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_2,2.0,Juni,2.633333333,-0.6333333329999999,simple,umlaut,NaN
2587,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_4,6.0,Februar,3.65625,2.34375,simple,umlaut,NaN
2588,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_6,2.0,Februar,3.03125,-1.03125,simple,umlaut,NaN
2589,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_11,3.0,Februar,4.71875,-1.71875,simple,umlaut,NaN
2590,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_13,1.0,Februar,2.35483871,-1.3548387100000001,simple,umlaut,NaN
2591,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_21,2.0,Februar,3.8125,-1.8125,simple,umlaut,NaN
2592,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_22,1.0,Februar,2.71875,-1.71875,simple,umlaut,NaN
2593,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_30,2.0,Februar,3.0625,-1.0625,simple,umlaut,NaN
2594,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_50,3.0,Juni,3.0625,-0.0625,simple,umlaut,NaN
2595,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_54,3.0,Juni,2.8125,0.1875,simple,umlaut,NaN
2596,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_57,3.0,Februar,3.59375,-0.59375,simple,umlaut,NaN
2597,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_60,1.0,Juni,2.71875,-1.71875,simple,umlaut,NaN
2598,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_62,2.0,Februar,3.875,-1.875,simple,umlaut,NaN
2599,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_70,3.0,Februar,2.71875,0.28125,simple,umlaut,NaN
2600,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_74,1.0,Juni,3.3125,-2.3125,simple,umlaut,NaN
2601,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_84,2.0,Februar,3.96875,-1.96875,simple,umlaut,NaN
2602,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_85,5.0,Februar,4.0,1.0,simple,umlaut,NaN
2603,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_86,4.0,Februar,4.0,0.0,simple,umlaut,NaN
2604,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_88,1.0,Februar,2.09375,-1.09375,simple,umlaut,NaN
2605,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_101,1.0,Juni,1.1875,-0.1875,simple,umlaut,NaN
2606,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_105,1.0,Februar,3.75,-2.75,simple,umlaut,NaN
2607,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_110,2.0,Februar,1.78125,0.21875,simple,umlaut,NaN
2608,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_116,2.0,Juni,3.75,-1.75,simple,umlaut,NaN
2609,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_123,5.0,Juni,3.84375,1.15625,simple,umlaut,NaN
2610,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_132,6.0,Februar,1.9375,4.0625,simple,umlaut,NaN
2611,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_133,2.0,Februar,4.15625,-2.15625,simple,umlaut,NaN
2612,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_138,1.0,Juni,2.34375,-1.34375,simple,umlaut,NaN
2613,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_143,1.0,Februar,2.1875,-1.1875,simple,umlaut,NaN
2614,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_145,5.0,Februar,4.15625,0.84375,simple,umlaut,NaN
2615,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_147,6.0,Juni,4.84375,1.15625,simple,umlaut,NaN
2616,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_155,1.0,Februar,3.21875,-2.21875,simple,umlaut,NaN
2617,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_167,2.0,Februar,3.8125,-1.8125,simple,umlaut,NaN
2618,U 1'.1,NaN,NaN,Die Lieder sind fröh- und tröstlich.,participant_168,2.0,Februar,4.03125,-2.03125,simple,umlaut,NaN
2619,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_2,2.0,Juni,2.633333333,-0.6333333329999999,complex,umlaut,NaN
2620,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_5,6.0,Oktober,4.0625,1.9375,complex,umlaut,NaN
2621,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_9,2.0,Oktober,4.09375,-2.09375,complex,umlaut,NaN
2622,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_18,1.0,Oktober,3.3125,-2.3125,complex,umlaut,NaN
2623,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_25,1.0,Oktober,1.75,-0.75,complex,umlaut,NaN
2624,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_48,4.0,Oktober,4.53125,-0.53125,complex,umlaut,NaN
2625,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_50,2.0,Juni,3.0625,-1.0625,complex,umlaut,NaN
2626,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_51,1.0,Oktober,1.96875,-0.96875,complex,umlaut,NaN
2627,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_54,2.0,Juni,2.8125,-0.8125,complex,umlaut,NaN
2628,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_58,1.0,Oktober,4.133333333,-3.1333333330000004,complex,umlaut,NaN
2629,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_60,2.0,Juni,2.71875,-0.71875,complex,umlaut,NaN
2630,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_67,3.0,Oktober,4.0,-1.0,complex,umlaut,NaN
2631,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_74,2.0,Juni,3.3125,-1.3125,complex,umlaut,NaN
2632,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_79,1.0,Oktober,2.25,-1.25,complex,umlaut,NaN
2633,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_83,1.0,Oktober,2.09375,-1.09375,complex,umlaut,NaN
2634,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_94,2.0,Oktober,2.90625,-0.90625,complex,umlaut,NaN
2635,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_97,2.0,Oktober,3.09375,-1.09375,complex,umlaut,NaN
2636,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_101,1.0,Juni,1.1875,-0.1875,complex,umlaut,NaN
2637,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_116,4.0,Juni,3.75,0.25,complex,umlaut,NaN
2638,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_117,1.0,Oktober,2.25,-1.25,complex,umlaut,NaN
2639,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_122,1.0,Oktober,2.625,-1.625,complex,umlaut,NaN
2640,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_123,5.0,Juni,3.84375,1.15625,complex,umlaut,NaN
2641,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_124,3.0,Oktober,2.78125,0.21875,complex,umlaut,NaN
2642,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_137,1.0,Oktober,1.9375,-0.9375,complex,umlaut,NaN
2643,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_138,1.0,Juni,2.34375,-1.34375,complex,umlaut,NaN
2644,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_147,4.0,Juni,4.84375,-0.84375,complex,umlaut,NaN
2645,U 4.2,NaN,NaN,Sie fördert und fordert ihn nachdrück- und zärtlich.,participant_158,1.0,Oktober,1.90625,-0.90625,complex,umlaut,NaN
2646,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_2,3.0,Juni,2.633333333,0.36666666700000006,complex,umlaut,NaN
2647,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_5,6.0,Oktober,4.0625,1.9375,complex,umlaut,NaN
2648,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_9,7.0,Oktober,4.09375,2.90625,complex,umlaut,NaN
2649,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_18,3.0,Oktober,3.3125,-0.3125,complex,umlaut,NaN
2650,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_25,1.0,Oktober,1.75,-0.75,complex,umlaut,NaN
2651,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_48,7.0,Oktober,4.53125,2.46875,complex,umlaut,NaN
2652,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_50,3.0,Juni,3.0625,-0.0625,complex,umlaut,NaN
2653,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_51,1.0,Oktober,1.96875,-0.96875,complex,umlaut,NaN
2654,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_54,4.0,Juni,2.8125,1.1875,complex,umlaut,NaN
2655,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_58,7.0,Oktober,4.133333333,2.8666666669999996,complex,umlaut,NaN
2656,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_60,4.0,Juni,2.71875,1.28125,complex,umlaut,NaN
2657,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_67,6.0,Oktober,4.0,2.0,complex,umlaut,NaN
2658,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_74,7.0,Juni,3.3125,3.6875,complex,umlaut,NaN
2659,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_79,2.0,Oktober,2.25,-0.25,complex,umlaut,NaN
2660,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_83,2.0,Oktober,2.09375,-0.09375,complex,umlaut,NaN
2661,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_94,7.0,Oktober,2.90625,4.09375,complex,umlaut,NaN
2662,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_97,2.0,Oktober,3.09375,-1.09375,complex,umlaut,NaN
2663,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_101,1.0,Juni,1.1875,-0.1875,complex,umlaut,NaN
2664,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_116,6.0,Juni,3.75,2.25,complex,umlaut,NaN
2665,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_117,1.0,Oktober,2.25,-1.25,complex,umlaut,NaN
2666,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_122,2.0,Oktober,2.625,-0.625,complex,umlaut,NaN
2667,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_123,5.0,Juni,3.84375,1.15625,complex,umlaut,NaN
2668,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_124,3.0,Oktober,2.78125,0.21875,complex,umlaut,NaN
2669,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_137,1.0,Oktober,1.9375,-0.9375,complex,umlaut,NaN
2670,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_138,1.0,Juni,2.34375,-1.34375,complex,umlaut,NaN
2671,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_147,7.0,Juni,4.84375,2.15625,complex,umlaut,NaN
2672,U 4'.3,NaN,NaN,Schottergärten sind häss- und grässlich.,participant_158,2.0,Oktober,1.90625,0.09375,complex,umlaut,NaN
2673,H 1.7,NaN,NaN,Allen war die Dumm- und Feigheit ihrer Entscheidung klar.,participant_3,7.0,Juli,3.733333333,3.266666667,simple,NaN,heit
2674,H 1.7,NaN,NaN,Allen war die Dumm- und Feigheit ihrer Entscheidung klar.,participant_7,6.0,Juli,3.903225806,2.096774194,simple,NaN,heit
2675,H 1.7,NaN,NaN,Allen war die Dumm- und Feigheit ihrer Entscheidung klar.,participant_15,6.0,Juli,4.59375,1.40625,simple,NaN,heit
2676,H 1.7,NaN,NaN,Allen war die Dumm- und Feigheit ihrer Entscheidung klar.,participant_34,6.0,Juli,3.1875,2.8125,simple,NaN,heit
2677,H 1.7,NaN,NaN,Allen war die Dumm- und Feigheit ihrer Entscheidung klar.,participant_42,5.0,Juli,2.84375,2.15625,simple,NaN,heit
2678,H 1.7,NaN,NaN,Allen war die Dumm- und Feigheit ihrer Entscheidung klar.,participant_49,5.0,Juli,3.3125,1.6875,simple,NaN,heit
2679,H 1.7,NaN,NaN,Allen war die Dumm- und Feigheit ihrer Entscheidung klar.,participant_65,2.0,Juli,2.5625,-0.5625,simple,NaN,heit
2680,H 1.7,NaN,NaN,Allen war die Dumm- und Feigheit ihrer Entscheidung klar.,participant_87,7.0,Juli,3.59375,3.40625,simple,NaN,heit
2681,H 1.7,NaN,NaN,Allen war die Dumm- und Feigheit ihrer Entscheidung klar.,participant_106,2.0,Juli,1.65625,0.34375,simple,NaN,heit
2682,H 1.7,NaN,NaN,Allen war die Dumm- und Feigheit ihrer Entscheidung klar.,participant_128,1.0,Juli,1.53125,-0.53125,simple,NaN,heit
2683,H 1.7,NaN,NaN,Allen war die Dumm- und Feigheit ihrer Entscheidung klar.,participant_149,2.0,Juli,2.71875,-0.71875,simple,NaN,heit
2684,H 1.7,NaN,NaN,Allen war die Dumm- und Feigheit ihrer Entscheidung klar.,participant_157,1.0,Juli,2.0,-1.0,simple,NaN,heit
2685,H 1'.8,NaN,NaN,Viele streben innere Zufrieden- und Gelassenheit an.,participant_3,5.0,Juli,3.733333333,1.266666667,simple,NaN,heit
2686,H 1'.8,NaN,NaN,Viele streben innere Zufrieden- und Gelassenheit an.,participant_7,7.0,Juli,3.903225806,3.096774194,simple,NaN,heit
2687,H 1'.8,NaN,NaN,Viele streben innere Zufrieden- und Gelassenheit an.,participant_15,7.0,Juli,4.59375,2.40625,simple,NaN,heit
2688,H 1'.8,NaN,NaN,Viele streben innere Zufrieden- und Gelassenheit an.,participant_34,7.0,Juli,3.1875,3.8125,simple,NaN,heit
2689,H 1'.8,NaN,NaN,Viele streben innere Zufrieden- und Gelassenheit an.,participant_42,5.0,Juli,2.84375,2.15625,simple,NaN,heit
2690,H 1'.8,NaN,NaN,Viele streben innere Zufrieden- und Gelassenheit an.,participant_49,6.0,Juli,3.3125,2.6875,simple,NaN,heit
2691,H 1'.8,NaN,NaN,Viele streben innere Zufrieden- und Gelassenheit an.,participant_65,5.0,Juli,2.5625,2.4375,simple,NaN,heit
2692,H 1'.8,NaN,NaN,Viele streben innere Zufrieden- und Gelassenheit an.,participant_87,7.0,Juli,3.59375,3.40625,simple,NaN,heit
2693,H 1'.8,NaN,NaN,Viele streben innere Zufrieden- und Gelassenheit an.,participant_106,5.0,Juli,1.65625,3.34375,simple,NaN,heit
2694,H 1'.8,NaN,NaN,Viele streben innere Zufrieden- und Gelassenheit an.,participant_128,1.0,Juli,1.53125,-0.53125,simple,NaN,heit
2695,H 1'.8,NaN,NaN,Viele streben innere Zufrieden- und Gelassenheit an.,participant_149,4.0,Juli,2.71875,1.28125,simple,NaN,heit
2696,H 1'.8,NaN,NaN,Viele streben innere Zufrieden- und Gelassenheit an.,participant_157,1.0,Juli,2.0,-1.0,simple,NaN,heit
2697,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_3,3.0,Juli,3.733333333,-0.733333333,complex,NaN,heit
2698,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_7,6.0,Juli,3.903225806,2.096774194,complex,NaN,heit
2699,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_15,6.0,Juli,4.59375,1.40625,complex,NaN,heit
2700,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_32,1.0,November,1.75,-0.75,complex,NaN,heit
2701,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_34,1.0,Juli,3.1875,-2.1875,complex,NaN,heit
2702,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_42,5.0,Juli,2.84375,2.15625,complex,NaN,heit
2703,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_46,5.0,November,2.90625,2.09375,complex,NaN,heit
2704,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_49,6.0,Juli,3.3125,2.6875,complex,NaN,heit
2705,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_65,3.0,Juli,2.5625,0.4375,complex,NaN,heit
2706,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_87,6.0,Juli,3.59375,2.40625,complex,NaN,heit
2707,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_98,1.0,November,1.71875,-0.71875,complex,NaN,heit
2708,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_106,3.0,Juli,1.65625,1.34375,complex,NaN,heit
2709,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_128,1.0,Juli,1.53125,-0.53125,complex,NaN,heit
2710,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_135,1.0,November,2.0625,-1.0625,complex,NaN,heit
2711,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_139,1.0,November,1.71875,-0.71875,complex,NaN,heit
2712,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_149,4.0,Juli,2.71875,1.28125,complex,NaN,heit
2713,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_152,6.0,November,3.5625,2.4375,complex,NaN,heit
2714,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_153,2.0,November,2.65625,-0.65625,complex,NaN,heit
2715,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_157,3.0,Juli,2.0,1.0,complex,NaN,heit
2716,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_164,6.0,November,4.34375,1.65625,complex,NaN,heit
2717,H 4.1,NaN,NaN,Sie strahlen Vergangen- und Erhabenheit aus.,participant_170,2.0,November,1.90625,0.09375,complex,NaN,heit
2718,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_3,2.0,Juli,3.733333333,-1.733333333,complex,NaN,heit
2719,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_7,2.0,Juli,3.903225806,-1.903225806,complex,NaN,heit
2720,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_15,4.0,Juli,4.59375,-0.59375,complex,NaN,heit
2721,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_32,1.0,November,1.75,-0.75,complex,NaN,heit
2722,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_34,1.0,Juli,3.1875,-2.1875,complex,NaN,heit
2723,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_42,1.0,Juli,2.84375,-1.84375,complex,NaN,heit
2724,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_46,3.0,November,2.90625,0.09375,complex,NaN,heit
2725,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_49,2.0,Juli,3.3125,-1.3125,complex,NaN,heit
2726,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_65,3.0,Juli,2.5625,0.4375,complex,NaN,heit
2727,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_87,2.0,Juli,3.59375,-1.59375,complex,NaN,heit
2728,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_98,1.0,November,1.71875,-0.71875,complex,NaN,heit
2729,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_106,1.0,Juli,1.65625,-0.65625,complex,NaN,heit
2730,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_128,1.0,Juli,1.53125,-0.53125,complex,NaN,heit
2731,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_135,1.0,November,2.0625,-1.0625,complex,NaN,heit
2732,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_139,1.0,November,1.71875,-0.71875,complex,NaN,heit
2733,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_149,5.0,Juli,2.71875,2.28125,complex,NaN,heit
2734,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_152,3.0,November,3.5625,-0.5625,complex,NaN,heit
2735,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_153,1.0,November,2.65625,-1.65625,complex,NaN,heit
2736,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_157,1.0,Juli,2.0,-1.0,complex,NaN,heit
2737,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_164,6.0,November,4.34375,1.65625,complex,NaN,heit
2738,H 4'.2,NaN,NaN,Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,participant_170,1.0,November,1.90625,-0.90625,complex,NaN,heit
